,25to34,35to44,45to54,55to64,65to74,,,,,,,,,,,,,,,,,
White,"$80,566 ","$100,665 ","$108,728 ","$95,341 ","$76,181 ",,,,,,,,,,,,,,,,,
Black,"$52,284 ","$67,422 ","$74,413 ","$58,428 ","$45,854 ",,,,,,,,,,,,,,,,,
Hispanic,"$63,812 ","$68,578 ","$77,593 ","$73,369 ","$55,698 ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
